/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=4 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=4 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2023-01-11 01:46:05:415 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-01-11 01:46:06:352 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-01-11 01:46:07:351 2 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-01-11 01:46:08:351 3 sec: 113000 operations; 113000 current ops/sec; est completion in 17 minutes [INSERT: Count=115012, Max=1822719, Min=1143808, Avg=1467316.77, 90=1631231, 99=1787903, 99.9=1822719, 99.99=1822719] 
2023-01-11 01:46:09:351 4 sec: 292000 operations; 179000 current ops/sec; est completion in 9 minutes [INSERT: Count=177988, Max=1695743, Min=53664, Avg=922568.74, 90=1422335, 99=1643519, 99.9=1695743, 99.99=1695743] 
2023-01-11 01:46:10:351 5 sec: 451000 operations; 159000 current ops/sec; est completion in 7 minutes [INSERT: Count=158000, Max=1215487, Min=39360, Avg=147115.44, 90=222335, 99=718335, 99.9=1215487, 99.99=1215487] 
2023-01-11 01:46:11:351 6 sec: 602000 operations; 151000 current ops/sec; est completion in 6 minutes [INSERT: Count=151000, Max=541695, Min=45504, Avg=265763.92, 90=411647, 99=518143, 99.9=541695, 99.99=541695] 
2023-01-11 01:46:12:351 7 sec: 735000 operations; 133000 current ops/sec; est completion in 6 minutes [INSERT: Count=133000, Max=631807, Min=38432, Avg=197240.06, 90=384767, 99=626687, 99.9=631807, 99.99=631807] 
2023-01-11 01:46:13:351 8 sec: 865000 operations; 130000 current ops/sec; est completion in 6 minutes [INSERT: Count=130000, Max=425215, Min=46688, Avg=141142.65, 90=277759, 99=405247, 99.9=425215, 99.99=425215] 
2023-01-11 01:46:14:351 9 sec: 984000 operations; 119000 current ops/sec; est completion in 5 minutes [INSERT: Count=119000, Max=274431, Min=42784, Avg=100946.55, 90=156159, 99=218623, 99.9=274431, 99.99=274431] 
2023-01-11 01:46:15:351 10 sec: 1106000 operations; 122000 current ops/sec; est completion in 5 minutes [INSERT: Count=122000, Max=198655, Min=39232, Avg=98386.1, 90=153599, 99=172927, 99.9=198655, 99.99=198655] 
2023-01-11 01:46:16:351 11 sec: 1222000 operations; 116000 current ops/sec; est completion in 5 minutes [INSERT: Count=116000, Max=244479, Min=39648, Avg=97844, 90=149759, 99=202111, 99.9=244479, 99.99=244479] 
2023-01-11 01:46:17:351 12 sec: 1347000 operations; 125000 current ops/sec; est completion in 5 minutes [INSERT: Count=125000, Max=304895, Min=42304, Avg=101632.9, 90=161023, 99=265727, 99.9=304895, 99.99=304895] 
2023-01-11 01:46:18:351 13 sec: 1462000 operations; 115000 current ops/sec; est completion in 5 minutes [INSERT: Count=115000, Max=371199, Min=41984, Avg=110023.37, 90=224895, 99=331519, 99.9=371199, 99.99=371199] 
2023-01-11 01:46:19:351 14 sec: 1577000 operations; 115000 current ops/sec; est completion in 5 minutes [INSERT: Count=115000, Max=353279, Min=39552, Avg=103051.97, 90=180223, 99=277247, 99.9=353279, 99.99=353279] 
2023-01-11 01:46:20:351 15 sec: 1702000 operations; 125000 current ops/sec; est completion in 5 minutes [INSERT: Count=125000, Max=364543, Min=45728, Avg=127393.28, 90=188927, 99=314623, 99.9=364543, 99.99=364543] 
2023-01-11 01:46:21:351 16 sec: 1828000 operations; 126000 current ops/sec; est completion in 5 minutes [INSERT: Count=126000, Max=219647, Min=39392, Avg=96094.48, 90=150911, 99=191871, 99.9=219647, 99.99=219647] 
