
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=90000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=90000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2022-11-25 18:56:38:992 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2022-11-25 18:56:39:964 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:40:964 2 sec: 95000 operations; 95000 current ops/sec; est completion in 13 minutes [INSERT: Count=95000, Max=660479, Min=162688, Avg=466331.62, 90=619519, 99=660479, 99.9=660479, 99.99=660479] 
2022-11-25 18:56:41:964 3 sec: 105000 operations; 10000 current ops/sec; est completion in 18 minutes [INSERT: Count=10000, Max=860159, Min=600064, Avg=730521.6, 90=851967, 99=860159, 99.9=860159, 99.99=860159] 
2022-11-25 18:56:42:964 4 sec: 105000 operations; 0 current ops/sec; est completion in 25 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:43:964 5 sec: 105000 operations; 0 current ops/sec; est completion in 31 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:44:964 6 sec: 105000 operations; 0 current ops/sec; est completion in 37 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:45:964 7 sec: 105000 operations; 0 current ops/sec; est completion in 43 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:46:964 8 sec: 105000 operations; 0 current ops/sec; est completion in 49 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:47:964 9 sec: 105000 operations; 0 current ops/sec; est completion in 56 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:48:964 10 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 2 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:49:964 11 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 8 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:50:964 12 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 14 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:51:964 13 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:52:964 14 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:53:964 15 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:54:964 16 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:55:964 17 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 43 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:56:964 18 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 49 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:57:964 19 sec: 105000 operations; 0 current ops/sec; est completion in 1 hour 55 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:58:964 20 sec: 105000 operations; 0 current ops/sec; est completion in 2 hours 1 minute [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:56:59:964 21 sec: 105000 operations; 0 current ops/sec; est completion in 2 hours 7 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:57:00:964 22 sec: 105000 operations; 0 current ops/sec; est completion in 2 hours 12 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:57:01:964 23 sec: 105000 operations; 0 current ops/sec; est completion in 2 hours 18 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-25 18:57:02:964 24 sec: 182000 operations; 77000 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=77000, Max=21905407, Min=20578304, Avg=21313349.82, 90=21774335, 99=21905407, 99.9=21905407, 99.99=21905407] 
2022-11-25 18:57:03:964 25 sec: 313000 operations; 131000 current ops/sec; est completion in 50 minutes [INSERT: Count=131000, Max=23281663, Min=19070976, Avg=20275450.14, 90=23035903, 99=23248895, 99.9=23281663, 99.99=23281663] 
2022-11-25 18:57:04:964 26 sec: 459000 operations; 146000 current ops/sec; est completion in 35 minutes [INSERT: Count=146000, Max=23199743, Min=18300928, Avg=20929437.81, 90=23035903, 99=23199743, 99.9=23199743, 99.99=23199743] 
2022-11-25 18:57:05:964 27 sec: 597000 operations; 138000 current ops/sec; est completion in 28 minutes [INSERT: Count=139000, Max=22626303, Min=18022400, Avg=20349222.68, 90=22413311, 99=22609919, 99.9=22626303, 99.99=22626303] 
2022-11-25 18:57:06:964 28 sec: 731000 operations; 134000 current ops/sec; est completion in 23 minutes [INSERT: Count=133000, Max=22052863, Min=17399808, Avg=19637825.44, 90=21807103, 99=22020095, 99.9=22052863, 99.99=22052863] 
2022-11-25 18:57:07:964 29 sec: 876000 operations; 145000 current ops/sec; est completion in 20 minutes [INSERT: Count=145000, Max=21659647, Min=17301504, Avg=19944243.2, 90=21331967, 99=21594111, 99.9=21659647, 99.99=21659647] 
2022-11-25 18:57:08:964 30 sec: 999000 operations; 123000 current ops/sec; est completion in 18 minutes [INSERT: Count=123000, Max=20299775, Min=17678336, Avg=19131516.88, 90=19972095, 99=20234239, 99.9=20299775, 99.99=20299775] 
2022-11-25 18:57:09:964 31 sec: 1135000 operations; 136000 current ops/sec; est completion in 16 minutes [INSERT: Count=136000, Max=19382271, Min=16670720, Avg=17851542.59, 90=19152895, 99=19333119, 99.9=19382271, 99.99=19382271] 
2022-11-25 18:57:10:964 32 sec: 1230000 operations; 95000 current ops/sec; est completion in 16 minutes [INSERT: Count=95000, Max=19742719, Min=16359424, Avg=18061764.72, 90=19529727, 99=19742719, 99.9=19742719, 99.99=19742719] 
2022-11-25 18:57:11:964 33 sec: 1371000 operations; 141000 current ops/sec; est completion in 14 minutes [INSERT: Count=141000, Max=19415039, Min=15884288, Avg=17600802.5, 90=19185663, 99=19349503, 99.9=19415039, 99.99=19415039] 
2022-11-25 18:57:12:964 34 sec: 1457000 operations; 86000 current ops/sec; est completion in 14 minutes [INSERT: Count=86000, Max=18989055, Min=15687680, Avg=17591176.93, 90=18841599, 99=18989055, 99.9=18989055, 99.99=18989055] 
2022-11-25 18:57:13:964 35 sec: 1518000 operations; 61000 current ops/sec; est completion in 14 minutes [INSERT: Count=61000, Max=19398655, Min=16138240, Avg=17475751.87, 90=19300351, 99=19398655, 99.9=19398655, 99.99=19398655] 
2022-11-25 18:57:14:964 36 sec: 1640000 operations; 122000 current ops/sec; est completion in 13 minutes [INSERT: Count=122000, Max=19333119, Min=15794176, Avg=17453794.62, 90=19202047, 99=19300351, 99.9=19333119, 99.99=19333119] 
2022-11-25 18:57:15:964 37 sec: 1786000 operations; 146000 current ops/sec; est completion in 12 minutes [INSERT: Count=146000, Max=19054591, Min=15171584, Avg=17170460.05, 90=18874367, 99=19054591, 99.9=19054591, 99.99=19054591] 
2022-11-25 18:57:16:964 38 sec: 1808000 operations; 22000 current ops/sec; est completion in 12 minutes [INSERT: Count=22000, Max=19218431, Min=15319040, Avg=17066914.91, 90=18923519, 99=19218431, 99.9=19218431, 99.99=19218431] 
