
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=6 -p status.interval=1000 -p target=90000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=6 -p status.interval=1000 -p target=90000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2022-11-26 18:10:33:929 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2022-11-26 18:10:34:901 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:35:901 2 sec: 123000 operations; 123000 current ops/sec; est completion in 16 minutes [INSERT: Count=125000, Max=622591, Min=48800, Avg=273741.7, 90=462079, 99=604159, 99.9=622591, 99.99=622591] 
2022-11-26 18:10:36:901 3 sec: 217000 operations; 94000 current ops/sec; est completion in 13 minutes [INSERT: Count=92000, Max=678399, Min=50592, Avg=160315.83, 90=350719, 99=678399, 99.9=678399, 99.99=678399] 
2022-11-26 18:10:37:901 4 sec: 292000 operations; 75000 current ops/sec; est completion in 13 minutes [INSERT: Count=76000, Max=712703, Min=49376, Avg=237620.21, 90=507647, 99=712703, 99.9=712703, 99.99=712703] 
2022-11-26 18:10:38:901 5 sec: 315000 operations; 23000 current ops/sec; est completion in 15 minutes [INSERT: Count=22000, Max=802815, Min=145536, Avg=303732.36, 90=336639, 99=802815, 99.9=802815, 99.99=802815] 
2022-11-26 18:10:39:901 6 sec: 315000 operations; 0 current ops/sec; est completion in 18 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:40:901 7 sec: 315000 operations; 0 current ops/sec; est completion in 22 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:41:901 8 sec: 315000 operations; 0 current ops/sec; est completion in 25 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:42:901 9 sec: 315000 operations; 0 current ops/sec; est completion in 28 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:43:901 10 sec: 315000 operations; 0 current ops/sec; est completion in 31 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:44:901 11 sec: 315000 operations; 0 current ops/sec; est completion in 34 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:45:901 12 sec: 315000 operations; 0 current ops/sec; est completion in 37 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:46:901 13 sec: 315000 operations; 0 current ops/sec; est completion in 40 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:47:901 14 sec: 315000 operations; 0 current ops/sec; est completion in 43 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:48:901 15 sec: 315000 operations; 0 current ops/sec; est completion in 46 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:49:901 16 sec: 315000 operations; 0 current ops/sec; est completion in 49 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:50:901 17 sec: 315000 operations; 0 current ops/sec; est completion in 52 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:51:901 18 sec: 315000 operations; 0 current ops/sec; est completion in 55 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:52:901 19 sec: 315000 operations; 0 current ops/sec; est completion in 58 minutes [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-26 18:10:53:901 20 sec: 326000 operations; 11000 current ops/sec; est completion in 59 minutes [INSERT: Count=11000, Max=15966207, Min=15392768, Avg=15751354.18, 90=15958015, 99=15966207, 99.9=15966207, 99.99=15966207] 
2022-11-26 18:10:54:901 21 sec: 400000 operations; 74000 current ops/sec; est completion in 50 minutes [INSERT: Count=74000, Max=15982591, Min=13737984, Avg=14931912.65, 90=15556607, 99=15982591, 99.9=15982591, 99.99=15982591] 
2022-11-26 18:10:55:901 22 sec: 479000 operations; 79000 current ops/sec; est completion in 44 minutes [INSERT: Count=79000, Max=14819327, Min=12189696, Avg=13406311.7, 90=14303231, 99=14819327, 99.9=14819327, 99.99=14819327] 
2022-11-26 18:10:56:901 23 sec: 588000 operations; 109000 current ops/sec; est completion in 37 minutes [INSERT: Count=109000, Max=18939903, Min=10338304, Avg=13943009.47, 90=18759679, 99=18939903, 99.9=18939903, 99.99=18939903] 
2022-11-26 18:10:57:901 24 sec: 762000 operations; 174000 current ops/sec; est completion in 30 minutes [INSERT: Count=174000, Max=18923519, Min=9150464, Avg=15113039.45, 90=18530303, 99=18808831, 99.9=18923519, 99.99=18923519] 
2022-11-26 18:10:58:901 25 sec: 965000 operations; 203000 current ops/sec; est completion in 24 minutes [INSERT: Count=203000, Max=18726911, Min=7622656, Avg=13864939.82, 90=17661951, 99=18579455, 99.9=18726911, 99.99=18726911] 
2022-11-26 18:10:59:901 26 sec: 1168000 operations; 203000 current ops/sec; est completion in 21 minutes [INSERT: Count=203000, Max=19136511, Min=3758080, Avg=12572550.94, 90=16531455, 99=18907135, 99.9=19136511, 99.99=19136511] 
2022-11-26 18:11:00:901 27 sec: 1391000 operations; 223223.22 current ops/sec; est completion in 18 minutes [INSERT: Count=223000, Max=18808831, Min=4179968, Avg=12135736.25, 90=17301503, 99=18464767, 99.9=18808831, 99.99=18808831] 
2022-11-26 18:11:01:901 28 sec: 1583000 operations; 191808.19 current ops/sec; est completion in 16 minutes [INSERT: Count=192000, Max=16842751, Min=3946496, Avg=11122730.67, 90=15433727, 99=16629759, 99.9=16842751, 99.99=16842751] 
2022-11-26 18:11:02:901 29 sec: 1828000 operations; 245000 current ops/sec; est completion in 15 minutes [INSERT: Count=245000, Max=14934015, Min=2850816, Avg=9418171.04, 90=13434879, 99=14622719, 99.9=14934015, 99.99=14934015] 
2022-11-26 18:11:03:901 30 sec: 2035000 operations; 207000 current ops/sec; est completion in 14 minutes [INSERT: Count=207000, Max=13606911, Min=1692672, Avg=8034093.76, 90=11804671, 99=13164543, 99.9=13606911, 99.99=13606911] 
2022-11-26 18:11:04:901 31 sec: 2251000 operations; 216000 current ops/sec; est completion in 13 minutes [INSERT: Count=216000, Max=11608063, Min=411904, Avg=6734129.19, 90=10084351, 99=11214847, 99.9=11608063, 99.99=11608063] 
2022-11-26 18:11:05:901 32 sec: 2455000 operations; 204204.2 current ops/sec; est completion in 12 minutes [INSERT: Count=204000, Max=9175039, Min=51168, Avg=5224348.16, 90=8167423, 99=9011199, 99.9=9175039, 99.99=9175039] 
2022-11-26 18:11:06:901 33 sec: 2642000 operations; 186813.19 current ops/sec; est completion in 11 minutes [INSERT: Count=187000, Max=7843839, Min=56192, Avg=4373426.22, 90=6791167, 99=7610367, 99.9=7843839, 99.99=7843839] 
2022-11-26 18:11:07:901 34 sec: 2826000 operations; 184184.18 current ops/sec; est completion in 11 minutes [INSERT: Count=184000, Max=6971391, Min=49088, Avg=3369013.74, 90=5623807, 99=6852607, 99.9=6971391, 99.99=6971391] 
2022-11-26 18:11:08:901 35 sec: 2937000 operations; 111000 current ops/sec; est completion in 11 minutes [INSERT: Count=111000, Max=5304319, Min=43424, Avg=2344959.28, 90=4341759, 99=5128191, 99.9=5304319, 99.99=5304319] 
2022-11-26 18:11:09:901 36 sec: 3059000 operations; 121878.12 current ops/sec; est completion in 11 minutes [INSERT: Count=122000, Max=4304895, Min=44288, Avg=1904995.54, 90=3198975, 99=4276223, 99.9=4304895, 99.99=4304895] 
2022-11-26 18:11:10:901 37 sec: 3177000 operations; 118000 current ops/sec; est completion in 11 minutes [INSERT: Count=118000, Max=4685823, Min=49408, Avg=1061315.25, 90=2906111, 99=4669439, 99.9=4685823, 99.99=4685823] 
2022-11-26 18:11:11:901 38 sec: 3283000 operations; 106000 current ops/sec; est completion in 10 minutes [INSERT: Count=106000, Max=5267455, Min=40672, Avg=1473722.72, 90=3686399, 99=5124095, 99.9=5267455, 99.99=5267455] 
2022-11-26 18:11:12:901 39 sec: 3421000 operations; 138000 current ops/sec; est completion in 10 minutes [INSERT: Count=138000, Max=4575231, Min=42720, Avg=1363036.41, 90=3043327, 99=4333567, 99.9=4575231, 99.99=4575231] 
2022-11-26 18:11:13:901 40 sec: 3536000 operations; 115000 current ops/sec; est completion in 10 minutes [INSERT: Count=115000, Max=1942527, Min=40832, Avg=427414.12, 90=1187839, 99=1942527, 99.9=1942527, 99.99=1942527] 
2022-11-26 18:11:14:901 41 sec: 3643000 operations; 107000 current ops/sec; est completion in 10 minutes [INSERT: Count=107000, Max=735743, Min=40512, Avg=167690.02, 90=437759, 99=620543, 99.9=735743, 99.99=735743] 
2022-11-26 18:11:15:901 42 sec: 3737000 operations; 94000 current ops/sec; est completion in 10 minutes [INSERT: Count=94000, Max=615423, Min=41664, Avg=105245.62, 90=314111, 99=615423, 99.9=615423, 99.99=615423] 
2022-11-26 18:11:16:901 43 sec: 3823000 operations; 86000 current ops/sec; est completion in 10 minutes [INSERT: Count=86000, Max=379903, Min=42592, Avg=71344, 90=135807, 99=379903, 99.9=379903, 99.99=379903] 
2022-11-26 18:11:17:901 44 sec: 3908000 operations; 85000 current ops/sec; est completion in 10 minutes [INSERT: Count=85000, Max=398335, Min=42752, Avg=131095.91, 90=325119, 99=398335, 99.9=398335, 99.99=398335] 
2022-11-26 18:11:18:901 45 sec: 4004000 operations; 96000 current ops/sec; est completion in 10 minutes [INSERT: Count=96000, Max=318975, Min=42176, Avg=78663, 90=154879, 99=318975, 99.9=318975, 99.99=318975] 
2022-11-26 18:11:19:901 46 sec: 4093000 operations; 89000 current ops/sec; est completion in 10 minutes [INSERT: Count=89000, Max=393215, Min=41760, Avg=91531.15, 90=189567, 99=393215, 99.9=393215, 99.99=393215] 
2022-11-26 18:11:20:901 47 sec: 4178000 operations; 85085.09 current ops/sec; est completion in 10 minutes [INSERT: Count=85000, Max=389631, Min=41120, Avg=82318.87, 90=157311, 99=389631, 99.9=389631, 99.99=389631] 
2022-11-26 18:11:21:901 48 sec: 4263000 operations; 85000 current ops/sec; est completion in 10 minutes [INSERT: Count=85000, Max=366591, Min=41344, Avg=95095.72, 90=282879, 99=366591, 99.9=366591, 99.99=366591] 
2022-11-26 18:11:22:901 49 sec: 4355000 operations; 91908.09 current ops/sec; est completion in 10 minutes [INSERT: Count=92000, Max=576511, Min=43008, Avg=145563.3, 90=328703, 99=576511, 99.9=576511, 99.99=576511] 
2022-11-26 18:11:23:901 50 sec: 4451000 operations; 96000 current ops/sec; est completion in 10 minutes [INSERT: Count=96000, Max=573951, Min=42400, Avg=108012.33, 90=319487, 99=573951, 99.9=573951, 99.99=573951] 
2022-11-26 18:11:24:901 51 sec: 4544000 operations; 93093.09 current ops/sec; est completion in 10 minutes [INSERT: Count=93000, Max=703487, Min=45024, Avg=129728.34, 90=329215, 99=703487, 99.9=703487, 99.99=703487] 
2022-11-26 18:11:25:901 52 sec: 4635000 operations; 90909.09 current ops/sec; est completion in 10 minutes [INSERT: Count=91000, Max=403711, Min=40672, Avg=89545.85, 90=171007, 99=403711, 99.9=403711, 99.99=403711] 
2022-11-26 18:11:26:901 53 sec: 4724000 operations; 89000 current ops/sec; est completion in 10 minutes [INSERT: Count=89000, Max=612863, Min=43584, Avg=107517.66, 90=318207, 99=612863, 99.9=612863, 99.99=612863] 
2022-11-26 18:11:27:901 54 sec: 4811000 operations; 87000 current ops/sec; est completion in 10 minutes [INSERT: Count=87000, Max=548863, Min=41984, Avg=127442.21, 90=314111, 99=548863, 99.9=548863, 99.99=548863] 
2022-11-26 18:11:28:901 55 sec: 4903000 operations; 92000 current ops/sec; est completion in 10 minutes [INSERT: Count=92000, Max=592895, Min=42432, Avg=148306.43, 90=345855, 99=592895, 99.9=592895, 99.99=592895] 
2022-11-26 18:11:29:901 56 sec: 4991000 operations; 88000 current ops/sec; est completion in 10 minutes [INSERT: Count=88000, Max=366335, Min=41696, Avg=87071.64, 90=205055, 99=366335, 99.9=366335, 99.99=366335] 
2022-11-26 18:11:30:901 57 sec: 5078000 operations; 87000 current ops/sec; est completion in 10 minutes [INSERT: Count=87000, Max=349695, Min=40416, Avg=89324.14, 90=180735, 99=349695, 99.9=349695, 99.99=349695] 
2022-11-26 18:11:31:901 58 sec: 5167000 operations; 89000 current ops/sec; est completion in 10 minutes [INSERT: Count=89000, Max=412159, Min=42144, Avg=99914.97, 90=308479, 99=412159, 99.9=412159, 99.99=412159] 
2022-11-26 18:11:32:901 59 sec: 5250000 operations; 83000 current ops/sec; est completion in 10 minutes [INSERT: Count=83000, Max=410367, Min=41024, Avg=105938.31, 90=307199, 99=410367, 99.9=410367, 99.99=410367] 
2022-11-26 18:11:33:901 60 sec: 5349000 operations; 99000 current ops/sec; est completion in 10 minutes [INSERT: Count=99000, Max=429055, Min=43264, Avg=117359.84, 90=333055, 99=429055, 99.9=429055, 99.99=429055] 
2022-11-26 18:11:34:901 61 sec: 5443000 operations; 94094.09 current ops/sec; est completion in 10 minutes [INSERT: Count=94000, Max=603647, Min=42048, Avg=95345.87, 90=178943, 99=603647, 99.9=603647, 99.99=603647] 
2022-11-26 18:11:35:901 62 sec: 5531000 operations; 88000 current ops/sec; est completion in 10 minutes [INSERT: Count=89000, Max=395519, Min=42752, Avg=84515.06, 90=175103, 99=395519, 99.9=395519, 99.99=395519] 
2022-11-26 18:11:36:901 63 sec: 5622000 operations; 90909.09 current ops/sec; est completion in 10 minutes [INSERT: Count=90000, Max=369151, Min=41440, Avg=90203.02, 90=185215, 99=369151, 99.9=369151, 99.99=369151] 
